id_vente,date,id_client,nom_client,region,id_produit,nom_produit,categorie,qte,prix_unitaire_Ar,remise_%,total_Ar,marge_Ar
V2019,2026-03-26,C006,Alimentation Ambilobe,Ambilobe,P014,Tomate concentrée 1 carton,Conserve,13,30000,10,351000.0,26000.0
V2020,2026-03-26,C004,Epicerie Madiro,Ambanja,P011,Savon Nosy 1 carton,Hygiène,3,50000,10,135000.0,9000.0
V2021,2026-03-26,C005,Quincaillerie Diego,Antsiranana,P020,Tôles 3m galvanisées,Matériaux,13,32000,0,416000.0,91000.0
V2022,2026-03-26,C002,Score Jumbo,Antsiranana,P019,Ciment Holcim 50kg,Matériaux,14,45000,0,630000.0,98000.0
V2023,2026-03-27,C004,Epicerie Madiro,Ambanja,P010,Lait Bonnet Rouge 450g,Lait,12,4500,10,48600.0,6600.0
V2024,2026-03-27,C003,Hotel Constance Nosy Be,Nosy Be,P005,Sucre Blanc 1kg,Sucre,3,4000,10,10800.0,1200.0
V2025,2026-03-27,C001,Epicerie Amina,Antsiranana,P019,Ciment Holcim 50kg,Matériaux,7,45000,5,299250.0,33250.0
V2026,2026-03-27,C001,Epicerie Amina,Antsiranana,P006,Sucre Roux 1kg,Sucre,10,3800,0,38000.0,8000.0
V2027,2026-03-27,C005,Quincaillerie Diego,Antsiranana,P008,Farine 1kg,Farine,11,2800,5,29260.0,5060.0
V2028,2026-03-28,C001,Epicerie Amina,Antsiranana,P016,Biscuit Gold 1 carton,Biscuit,3,22000,0,66000.0,12000.0
V2029,2026-03-28,C006,Alimentation Ambilobe,Ambilobe,P003,Huile Ril 20L,Huile,4,98000,0,392000.0,52000.0
V2030,2026-03-28,C003,Hotel Constance Nosy Be,Nosy Be,P006,Sucre Roux 1kg,Sucre,11,3800,0,41800.0,8800.0
V2031,2026-03-28,C006,Alimentation Ambilobe,Ambilobe,P011,Savon Nosy 1 carton,Hygiène,8,50000,0,400000.0,64000.0
V2032,2026-03-28,C003,Hotel Constance Nosy Be,Nosy Be,P007,Farine 25kg,Farine,4,54000,10,194400.0,14400.0
V2033,2026-03-29,C001,Epicerie Amina,Antsiranana,P012,Omo 1kg,Hygiène,5,10000,0,50000.0,10000.0
V2034,2026-03-29,C006,Alimentation Ambilobe,Ambilobe,P001,Riz Maka 25kg,Riz,8,65000,0,520000.0,80000.0
V2035,2026-03-29,C004,Epicerie Madiro,Ambanja,P014,Tomate concentrée 1 carton,Conserve,3,30000,0,90000.0,15000.0
V2036,2026-03-29,C004,Epicerie Madiro,Ambanja,P013,Boite Sardine 10pcs,Conserve,6,18000,5,102600.0,12600.0
V2037,2026-03-29,C004,Epicerie Madiro,Ambanja,P004,Huile Hina 5L,Huile,14,33000,0,462000.0,70000.0
V2038,2026-03-29,C005,Quincaillerie Diego,Antsiranana,P008,Farine 1kg,Farine,3,2800,0,8400.0,1800.0
V2039,2026-03-30,C001,Epicerie Amina,Antsiranana,P002,Riz Tsipala 50kg,Riz,23,130000,0,2990000.0,460000.0
V2040,2026-03-31,C003,Hotel Constance Nosy Be,Nosy Be,P009,Lait Nido 2kg,Lait,2,78000,0,156000.0,26000.0
V2041,2026-03-31,C003,Hotel Constance Nosy Be,Nosy Be,P006,Sucre Roux 1kg,Sucre,15,3800,0,57000.0,12000.0
V2042,2026-03-31,C002,Score Jumbo,Antsiranana,P003,Huile Ril 20L,Huile,9,98000,0,882000.0,117000.0
V2043,2026-03-31,C003,Hotel Constance Nosy Be,Nosy Be,P020,Tôles 3m galvanisées,Matériaux,10,32000,0,320000.0,70000.0
V2044,2026-03-31,C006,Alimentation Ambilobe,Ambilobe,P001,Riz Maka 25kg,Riz,32,65000,10,1872000.0,112000.0
V2045,2026-03-31,C002,Score Jumbo,Antsiranana,P020,Tôles 3m galvanisées,Matériaux,15,32000,0,480000.0,105000.0
V2046,2026-03-31,C002,Score Jumbo,Antsiranana,P002,Riz Tsipala 50kg,Riz,11,130000,0,1430000.0,220000.0
V2047,2026-03-31,C002,Score Jumbo,Antsiranana,P007,Farine 25kg,Farine,7,54000,10,340200.0,25200.0
V2048,2026-03-31,C005,Quincaillerie Diego,Antsiranana,P018,Coca 1 pack 33cl,Boisson,5,15000,10,67500.0,7500.0
V2049,2026-03-31,C003,Hotel Constance Nosy Be,Nosy Be,P010,Lait Bonnet Rouge 450g,Lait,4,4500,0,18000.0,4000.0
V2050,2026-04-01,C001,Epicerie Amina,Antsiranana,P013,Boite Sardine 10pcs,Conserve,10,18000,5,171000.0,21000.0
V2051,2026-04-01,C004,Epicerie Madiro,Ambanja,P005,Sucre Blanc 1kg,Sucre,1,4000,0,4000.0,800.0
V2052,2026-04-02,C001,Epicerie Amina,Antsiranana,P014,Tomate concentrée 1 carton,Conserve,2,30000,0,60000.0,10000.0
V2053,2026-04-02,C006,Alimentation Ambilobe,Ambilobe,P020,Tôles 3m galvanisées,Matériaux,8,32000,0,256000.0,56000.0
V2054,2026-04-02,C001,Epicerie Amina,Antsiranana,P001,Riz Maka 25kg,Riz,18,65000,0,1170000.0,180000.0
V2055,2026-04-02,C006,Alimentation Ambilobe,Ambilobe,P010,Lait Bonnet Rouge 450g,Lait,2,4500,0,9000.0,2000.0
V2056,2026-04-02,C001,Epicerie Amina,Antsiranana,P010,Lait Bonnet Rouge 450g,Lait,13,4500,0,58500.0,13000.0
V2057,2026-04-03,C004,Epicerie Madiro,Ambanja,P016,Biscuit Gold 1 carton,Biscuit,15,22000,10,297000.0,27000.0
V2058,2026-04-03,C003,Hotel Constance Nosy Be,Nosy Be,P003,Huile Ril 20L,Huile,11,98000,5,1024100.0,89100.0
V2059,2026-04-03,C004,Epicerie Madiro,Ambanja,P006,Sucre Roux 1kg,Sucre,6,3800,0,22800.0,4800.0
V2060,2026-04-03,C003,Hotel Constance Nosy Be,Nosy Be,P006,Sucre Roux 1kg,Sucre,8,3800,0,30400.0,6400.0
V2061,2026-04-04,C003,Hotel Constance Nosy Be,Nosy Be,P015,Pâtes Spaghetti 500g,Pâtes,8,3200,0,25600.0,5600.0
V2062,2026-04-04,C002,Score Jumbo,Antsiranana,P009,Lait Nido 2kg,Lait,10,78000,0,780000.0,130000.0
V2063,2026-04-04,C002,Score Jumbo,Antsiranana,P004,Huile Hina 5L,Huile,2,33000,10,59400.0,3400.0
V2064,2026-04-04,C003,Hotel Constance Nosy Be,Nosy Be,P018,Coca 1 pack 33cl,Boisson,7,15000,5,99750.0,15750.0
V2065,2026-04-04,C002,Score Jumbo,Antsiranana,P018,Coca 1 pack 33cl,Boisson,1,15000,0,15000.0,3000.0
V2066,2026-04-05,C005,Quincaillerie Diego,Antsiranana,P014,Tomate concentrée 1 carton,Conserve,9,30000,10,243000.0,18000.0
V2067,2026-04-05,C004,Epicerie Madiro,Ambanja,P019,Ciment Holcim 50kg,Matériaux,15,45000,0,675000.0,105000.0
V2068,2026-04-05,C004,Epicerie Madiro,Ambanja,P010,Lait Bonnet Rouge 450g,Lait,2,4500,0,9000.0,2000.0
V2069,2026-04-05,C006,Alimentation Ambilobe,Ambilobe,P002,Riz Tsipala 50kg,Riz,37,130000,5,4569500.0,499500.0
V2070,2026-04-06,C005,Quincaillerie Diego,Antsiranana,P019,Ciment Holcim 50kg,Matériaux,11,45000,5,470250.0,52250.0
V2071,2026-04-06,C002,Score Jumbo,Antsiranana,P004,Huile Hina 5L,Huile,13,33000,0,429000.0,65000.0
V2072,2026-04-06,C002,Score Jumbo,Antsiranana,P006,Sucre Roux 1kg,Sucre,4,3800,0,15200.0,3200.0
V2073,2026-04-06,C002,Score Jumbo,Antsiranana,P002,Riz Tsipala 50kg,Riz,32,130000,0,4160000.0,640000.0
V2074,2026-04-06,C006,Alimentation Ambilobe,Ambilobe,P014,Tomate concentrée 1 carton,Conserve,4,30000,10,108000.0,8000.0
V2075,2026-04-07,C002,Score Jumbo,Antsiranana,P020,Tôles 3m galvanisées,Matériaux,5,32000,0,160000.0,35000.0
V2076,2026-04-07,C006,Alimentation Ambilobe,Ambilobe,P003,Huile Ril 20L,Huile,2,98000,0,196000.0,26000.0
V2077,2026-04-07,C005,Quincaillerie Diego,Antsiranana,P013,Boite Sardine 10pcs,Conserve,9,18000,0,162000.0,27000.0
V2078,2026-04-07,C003,Hotel Constance Nosy Be,Nosy Be,P017,Eau Vive 1 pack 1.5L,Boisson,8,10000,0,80000.0,16000.0
V2079,2026-04-07,C006,Alimentation Ambilobe,Ambilobe,P020,Tôles 3m galvanisées,Matériaux,10,32000,5,304000.0,54000.0
V2080,2026-04-07,C004,Epicerie Madiro,Ambanja,P004,Huile Hina 5L,Huile,7,33000,0,231000.0,35000.0
V2081,2026-04-08,C002,Score Jumbo,Antsiranana,P019,Ciment Holcim 50kg,Matériaux,10,45000,5,427500.0,47500.0
V2082,2026-04-09,C001,Epicerie Amina,Antsiranana,P004,Huile Hina 5L,Huile,10,33000,0,330000.0,50000.0
V2083,2026-04-09,C003,Hotel Constance Nosy Be,Nosy Be,P018,Coca 1 pack 33cl,Boisson,15,15000,0,225000.0,45000.0
V2084,2026-04-09,C004,Epicerie Madiro,Ambanja,P009,Lait Nido 2kg,Lait,7,78000,10,491400.0,36400.0
V2085,2026-04-10,C004,Epicerie Madiro,Ambanja,P019,Ciment Holcim 50kg,Matériaux,10,45000,0,450000.0,70000.0
V2086,2026-04-10,C001,Epicerie Amina,Antsiranana,P006,Sucre Roux 1kg,Sucre,5,3800,0,19000.0,4000.0
V2087,2026-04-11,C002,Score Jumbo,Antsiranana,P020,Tôles 3m galvanisées,Matériaux,10,32000,10,288000.0,38000.0
V2088,2026-04-11,C006,Alimentation Ambilobe,Ambilobe,P013,Boite Sardine 10pcs,Conserve,1,18000,0,18000.0,3000.0
V2089,2026-04-11,C003,Hotel Constance Nosy Be,Nosy Be,P008,Farine 1kg,Farine,1,2800,10,2520.0,320.0
V2090,2026-04-11,C004,Epicerie Madiro,Ambanja,P009,Lait Nido 2kg,Lait,15,78000,0,1170000.0,195000.0
V2091,2026-04-11,C001,Epicerie Amina,Antsiranana,P011,Savon Nosy 1 carton,Hygiène,14,50000,0,700000.0,112000.0
V2092,2026-04-12,C003,Hotel Constance Nosy Be,Nosy Be,P009,Lait Nido 2kg,Lait,14,78000,0,1092000.0,182000.0
V2093,2026-04-12,C006,Alimentation Ambilobe,Ambilobe,P004,Huile Hina 5L,Huile,14,33000,0,462000.0,70000.0
V2094,2026-04-12,C002,Score Jumbo,Antsiranana,P010,Lait Bonnet Rouge 450g,Lait,12,4500,0,54000.0,12000.0
V2095,2026-04-12,C003,Hotel Constance Nosy Be,Nosy Be,P009,Lait Nido 2kg,Lait,12,78000,0,936000.0,156000.0
V2096,2026-04-13,C005,Quincaillerie Diego,Antsiranana,P003,Huile Ril 20L,Huile,4,98000,0,392000.0,52000.0
V2097,2026-04-13,C002,Score Jumbo,Antsiranana,P014,Tomate concentrée 1 carton,Conserve,12,30000,0,360000.0,60000.0
V2098,2026-04-13,C005,Quincaillerie Diego,Antsiranana,P012,Omo 1kg,Hygiène,14,10000,0,140000.0,28000.0
V2099,2026-04-13,C005,Quincaillerie Diego,Antsiranana,P006,Sucre Roux 1kg,Sucre,2,3800,0,7600.0,1600.0
V2100,2026-04-13,C006,Alimentation Ambilobe,Ambilobe,P017,Eau Vive 1 pack 1.5L,Boisson,7,10000,0,70000.0,14000.0
V2101,2026-04-13,C005,Quincaillerie Diego,Antsiranana,P019,Ciment Holcim 50kg,Matériaux,1,45000,0,45000.0,7000.0
V2102,2026-04-13,C002,Score Jumbo,Antsiranana,P007,Farine 25kg,Farine,14,54000,0,756000.0,126000.0
V2103,2026-04-14,C002,Score Jumbo,Antsiranana,P002,Riz Tsipala 50kg,Riz,34,130000,0,4420000.0,680000.0
V2104,2026-04-14,C003,Hotel Constance Nosy Be,Nosy Be,P007,Farine 25kg,Farine,5,54000,0,270000.0,45000.0
V2105,2026-04-14,C004,Epicerie Madiro,Ambanja,P017,Eau Vive 1 pack 1.5L,Boisson,7,10000,10,63000.0,7000.0
V2106,2026-04-14,C001,Epicerie Amina,Antsiranana,P001,Riz Maka 25kg,Riz,20,65000,0,1300000.0,200000.0
V2107,2026-04-14,C004,Epicerie Madiro,Ambanja,P020,Tôles 3m galvanisées,Matériaux,8,32000,0,256000.0,56000.0
V2108,2026-04-14,C004,Epicerie Madiro,Ambanja,P019,Ciment Holcim 50kg,Matériaux,9,45000,0,405000.0,63000.0
V2109,2026-04-14,C003,Hotel Constance Nosy Be,Nosy Be,P006,Sucre Roux 1kg,Sucre,14,3800,0,53200.0,11200.0
V2110,2026-04-15,C006,Alimentation Ambilobe,Ambilobe,P003,Huile Ril 20L,Huile,5,98000,0,490000.0,65000.0
V2111,2026-04-15,C004,Epicerie Madiro,Ambanja,P002,Riz Tsipala 50kg,Riz,15,130000,5,1852500.0,202500.0
V2112,2026-04-16,C002,Score Jumbo,Antsiranana,P008,Farine 1kg,Farine,11,2800,0,30800.0,6600.0
V2113,2026-04-16,C006,Alimentation Ambilobe,Ambilobe,P007,Farine 25kg,Farine,5,54000,10,243000.0,18000.0
V2114,2026-04-16,C004,Epicerie Madiro,Ambanja,P017,Eau Vive 1 pack 1.5L,Boisson,1,10000,10,9000.0,1000.0
V2115,2026-04-16,C001,Epicerie Amina,Antsiranana,P016,Biscuit Gold 1 carton,Biscuit,15,22000,0,330000.0,60000.0
V2116,2026-04-16,C006,Alimentation Ambilobe,Ambilobe,P006,Sucre Roux 1kg,Sucre,10,3800,0,38000.0,8000.0
V2117,2026-04-16,C002,Score Jumbo,Antsiranana,P009,Lait Nido 2kg,Lait,10,78000,0,780000.0,130000.0
V2118,2026-04-17,C006,Alimentation Ambilobe,Ambilobe,P009,Lait Nido 2kg,Lait,7,78000,0,546000.0,91000.0
V2119,2026-04-17,C003,Hotel Constance Nosy Be,Nosy Be,P015,Pâtes Spaghetti 500g,Pâtes,5,3200,0,16000.0,3500.0
V2120,2026-04-17,C004,Epicerie Madiro,Ambanja,P010,Lait Bonnet Rouge 450g,Lait,11,4500,5,47025.0,8525.0
V2121,2026-04-17,C005,Quincaillerie Diego,Antsiranana,P013,Boite Sardine 10pcs,Conserve,10,18000,0,180000.0,30000.0
V2122,2026-04-17,C001,Epicerie Amina,Antsiranana,P017,Eau Vive 1 pack 1.5L,Boisson,11,10000,0,110000.0,22000.0
V2123,2026-04-17,C005,Quincaillerie Diego,Antsiranana,P020,Tôles 3m galvanisées,Matériaux,10,32000,0,320000.0,70000.0
V2124,2026-04-17,C003,Hotel Constance Nosy Be,Nosy Be,P004,Huile Hina 5L,Huile,8,33000,0,264000.0,40000.0
V2125,2026-04-18,C003,Hotel Constance Nosy Be,Nosy Be,P009,Lait Nido 2kg,Lait,11,78000,0,858000.0,143000.0
V2126,2026-04-18,C003,Hotel Constance Nosy Be,Nosy Be,P009,Lait Nido 2kg,Lait,11,78000,10,772200.0,57200.0
V2127,2026-04-19,C006,Alimentation Ambilobe,Ambilobe,P010,Lait Bonnet Rouge 450g,Lait,4,4500,0,18000.0,4000.0
V2128,2026-04-19,C005,Quincaillerie Diego,Antsiranana,P008,Farine 1kg,Farine,15,2800,0,42000.0,9000.0
V2129,2026-04-19,C005,Quincaillerie Diego,Antsiranana,P013,Boite Sardine 10pcs,Conserve,11,18000,0,198000.0,33000.0
V2130,2026-04-19,C006,Alimentation Ambilobe,Ambilobe,P005,Sucre Blanc 1kg,Sucre,12,4000,0,48000.0,9600.0
V2131,2026-04-19,C006,Alimentation Ambilobe,Ambilobe,P016,Biscuit Gold 1 carton,Biscuit,5,22000,0,110000.0,20000.0
V2132,2026-04-19,C004,Epicerie Madiro,Ambanja,P013,Boite Sardine 10pcs,Conserve,7,18000,10,113400.0,8400.0
V2133,2026-04-19,C001,Epicerie Amina,Antsiranana,P019,Ciment Holcim 50kg,Matériaux,12,45000,5,513000.0,57000.0
V2134,2026-04-20,C002,Score Jumbo,Antsiranana,P011,Savon Nosy 1 carton,Hygiène,12,50000,10,540000.0,36000.0
V2135,2026-04-20,C002,Score Jumbo,Antsiranana,P018,Coca 1 pack 33cl,Boisson,11,15000,0,165000.0,33000.0
V2136,2026-04-20,C006,Alimentation Ambilobe,Ambilobe,P012,Omo 1kg,Hygiène,9,10000,0,90000.0,18000.0
V2137,2026-04-20,C002,Score Jumbo,Antsiranana,P018,Coca 1 pack 33cl,Boisson,3,15000,0,45000.0,9000.0
V2138,2026-04-20,C001,Epicerie Amina,Antsiranana,P016,Biscuit Gold 1 carton,Biscuit,3,22000,10,59400.0,5400.0
V2139,2026-04-21,C003,Hotel Constance Nosy Be,Nosy Be,P018,Coca 1 pack 33cl,Boisson,13,15000,0,195000.0,39000.0
V2140,2026-04-21,C006,Alimentation Ambilobe,Ambilobe,P011,Savon Nosy 1 carton,Hygiène,11,50000,0,550000.0,88000.0
V2141,2026-04-21,C002,Score Jumbo,Antsiranana,P012,Omo 1kg,Hygiène,4,10000,10,36000.0,4000.0
V2142,2026-04-21,C003,Hotel Constance Nosy Be,Nosy Be,P014,Tomate concentrée 1 carton,Conserve,13,30000,0,390000.0,65000.0
V2143,2026-04-21,C003,Hotel Constance Nosy Be,Nosy Be,P009,Lait Nido 2kg,Lait,10,78000,0,780000.0,130000.0
V2144,2026-04-21,C004,Epicerie Madiro,Ambanja,P004,Huile Hina 5L,Huile,8,33000,0,264000.0,40000.0
V2145,2026-04-21,C006,Alimentation Ambilobe,Ambilobe,P019,Ciment Holcim 50kg,Matériaux,10,45000,5,427500.0,47500.0
V2146,2026-04-22,C001,Epicerie Amina,Antsiranana,P016,Biscuit Gold 1 carton,Biscuit,15,22000,0,330000.0,60000.0
V2147,2026-04-22,C005,Quincaillerie Diego,Antsiranana,P004,Huile Hina 5L,Huile,14,33000,10,415800.0,23800.0
V2148,2026-04-22,C004,Epicerie Madiro,Ambanja,P017,Eau Vive 1 pack 1.5L,Boisson,5,10000,0,50000.0,10000.0
V2149,2026-04-22,C001,Epicerie Amina,Antsiranana,P005,Sucre Blanc 1kg,Sucre,3,4000,0,12000.0,2400.0
V2150,2026-04-22,C003,Hotel Constance Nosy Be,Nosy Be,P014,Tomate concentrée 1 carton,Conserve,10,30000,0,300000.0,50000.0
V2151,2026-04-22,C002,Score Jumbo,Antsiranana,P011,Savon Nosy 1 carton,Hygiène,14,50000,10,630000.0,42000.0
V2152,2026-04-23,C002,Score Jumbo,Antsiranana,P003,Huile Ril 20L,Huile,8,98000,0,784000.0,104000.0
V2153,2026-04-23,C006,Alimentation Ambilobe,Ambilobe,P006,Sucre Roux 1kg,Sucre,6,3800,10,20520.0,2520.0
V2154,2026-04-23,C001,Epicerie Amina,Antsiranana,P001,Riz Maka 25kg,Riz,33,65000,0,2145000.0,330000.0
V2155,2026-04-23,C002,Score Jumbo,Antsiranana,P006,Sucre Roux 1kg,Sucre,10,3800,0,38000.0,8000.0
V2156,2026-04-23,C004,Epicerie Madiro,Ambanja,P003,Huile Ril 20L,Huile,3,98000,5,279300.0,24300.0
V2157,2026-04-24,C004,Epicerie Madiro,Ambanja,P014,Tomate concentrée 1 carton,Conserve,7,30000,0,210000.0,35000.0
V2158,2026-04-24,C004,Epicerie Madiro,Ambanja,P013,Boite Sardine 10pcs,Conserve,1,18000,0,18000.0,3000.0
V2159,2026-04-24,C005,Quincaillerie Diego,Antsiranana,P007,Farine 25kg,Farine,12,54000,0,648000.0,108000.0
V2160,2026-04-24,C001,Epicerie Amina,Antsiranana,P011,Savon Nosy 1 carton,Hygiène,13,50000,5,617500.0,71500.0
V2161,2026-04-24,C002,Score Jumbo,Antsiranana,P001,Riz Maka 25kg,Riz,5,65000,10,292500.0,17500.0
V2162,2026-04-24,C006,Alimentation Ambilobe,Ambilobe,P008,Farine 1kg,Farine,4,2800,10,10080.0,1280.0
V2163,2026-04-25,C003,Hotel Constance Nosy Be,Nosy Be,P010,Lait Bonnet Rouge 450g,Lait,3,4500,0,13500.0,3000.0
V2164,2026-04-25,C004,Epicerie Madiro,Ambanja,P017,Eau Vive 1 pack 1.5L,Boisson,10,10000,0,100000.0,20000.0
V2165,2026-04-25,C002,Score Jumbo,Antsiranana,P003,Huile Ril 20L,Huile,14,98000,0,1372000.0,182000.0
V2166,2026-04-25,C003,Hotel Constance Nosy Be,Nosy Be,P010,Lait Bonnet Rouge 450g,Lait,8,4500,10,32400.0,4400.0
V2167,2026-04-25,C005,Quincaillerie Diego,Antsiranana,P020,Tôles 3m galvanisées,Matériaux,9,32000,0,288000.0,63000.0
V2168,2026-04-26,C004,Epicerie Madiro,Ambanja,P005,Sucre Blanc 1kg,Sucre,6,4000,0,24000.0,4800.0
V2169,2026-04-26,C003,Hotel Constance Nosy Be,Nosy Be,P007,Farine 25kg,Farine,3,54000,0,162000.0,27000.0
V2170,2026-04-26,C001,Epicerie Amina,Antsiranana,P008,Farine 1kg,Farine,4,2800,10,10080.0,1280.0
V2171,2026-04-26,C002,Score Jumbo,Antsiranana,P007,Farine 25kg,Farine,12,54000,0,648000.0,108000.0
V2172,2026-04-27,C005,Quincaillerie Diego,Antsiranana,P017,Eau Vive 1 pack 1.5L,Boisson,3,10000,0,30000.0,6000.0
V2173,2026-04-27,C003,Hotel Constance Nosy Be,Nosy Be,P002,Riz Tsipala 50kg,Riz,29,130000,10,3393000.0,203000.0
V2174,2026-04-27,C003,Hotel Constance Nosy Be,Nosy Be,P018,Coca 1 pack 33cl,Boisson,10,15000,0,150000.0,30000.0
V2175,2026-04-27,C005,Quincaillerie Diego,Antsiranana,P002,Riz Tsipala 50kg,Riz,11,130000,10,1287000.0,77000.0
V2176,2026-04-27,C001,Epicerie Amina,Antsiranana,P002,Riz Tsipala 50kg,Riz,12,130000,0,1560000.0,240000.0
V2177,2026-04-27,C004,Epicerie Madiro,Ambanja,P013,Boite Sardine 10pcs,Conserve,2,18000,5,34200.0,4200.0
V2178,2026-04-27,C003,Hotel Constance Nosy Be,Nosy Be,P016,Biscuit Gold 1 carton,Biscuit,12,22000,0,264000.0,48000.0
V2179,2026-04-28,C002,Score Jumbo,Antsiranana,P001,Riz Maka 25kg,Riz,24,65000,0,1560000.0,240000.0
V2180,2026-04-29,C006,Alimentation Ambilobe,Ambilobe,P004,Huile Hina 5L,Huile,11,33000,5,344850.0,36850.0
V2181,2026-04-29,C003,Hotel Constance Nosy Be,Nosy Be,P020,Tôles 3m galvanisées,Matériaux,10,32000,10,288000.0,38000.0
V2182,2026-04-29,C002,Score Jumbo,Antsiranana,P014,Tomate concentrée 1 carton,Conserve,14,30000,0,420000.0,70000.0
V2183,2026-04-29,C005,Quincaillerie Diego,Antsiranana,P020,Tôles 3m galvanisées,Matériaux,2,32000,0,64000.0,14000.0
V2184,2026-04-29,C001,Epicerie Amina,Antsiranana,P004,Huile Hina 5L,Huile,8,33000,0,264000.0,40000.0
V2185,2026-04-29,C005,Quincaillerie Diego,Antsiranana,P007,Farine 25kg,Farine,13,54000,0,702000.0,117000.0
V2186,2026-04-29,C005,Quincaillerie Diego,Antsiranana,P007,Farine 25kg,Farine,6,54000,10,291600.0,21600.0
V2187,2026-04-29,C004,Epicerie Madiro,Ambanja,P010,Lait Bonnet Rouge 450g,Lait,3,4500,0,13500.0,3000.0
V2188,2026-04-30,C005,Quincaillerie Diego,Antsiranana,P016,Biscuit Gold 1 carton,Biscuit,15,22000,0,330000.0,60000.0
V2189,2026-04-30,C006,Alimentation Ambilobe,Ambilobe,P016,Biscuit Gold 1 carton,Biscuit,6,22000,0,132000.0,24000.0
V2190,2026-04-30,C001,Epicerie Amina,Antsiranana,P001,Riz Maka 25kg,Riz,10,65000,0,650000.0,100000.0
V2191,2026-04-30,C005,Quincaillerie Diego,Antsiranana,P016,Biscuit Gold 1 carton,Biscuit,3,22000,0,66000.0,12000.0
V2192,2026-05-01,C005,Quincaillerie Diego,Antsiranana,P003,Huile Ril 20L,Huile,12,98000,10,1058400.0,38400.0
V2193,2026-05-01,C001,Epicerie Amina,Antsiranana,P009,Lait Nido 2kg,Lait,11,78000,0,858000.0,143000.0
V2194,2026-05-01,C004,Epicerie Madiro,Ambanja,P010,Lait Bonnet Rouge 450g,Lait,5,4500,0,22500.0,5000.0
V2195,2026-05-01,C001,Epicerie Amina,Antsiranana,P004,Huile Hina 5L,Huile,14,33000,0,462000.0,70000.0
V2196,2026-05-01,C001,Epicerie Amina,Antsiranana,P010,Lait Bonnet Rouge 450g,Lait,6,4500,10,24300.0,3300.0
V2197,2026-05-02,C003,Hotel Constance Nosy Be,Nosy Be,P014,Tomate concentrée 1 carton,Conserve,12,30000,0,360000.0,60000.0
V2198,2026-05-02,C001,Epicerie Amina,Antsiranana,P002,Riz Tsipala 50kg,Riz,5,130000,0,650000.0,100000.0
V2199,2026-05-02,C006,Alimentation Ambilobe,Ambilobe,P006,Sucre Roux 1kg,Sucre,6,3800,0,22800.0,4800.0
V2200,2026-05-03,C004,Epicerie Madiro,Ambanja,P020,Tôles 3m galvanisées,Matériaux,5,32000,10,144000.0,19000.0
V2201,2026-05-03,C001,Epicerie Amina,Antsiranana,P012,Omo 1kg,Hygiène,14,10000,0,140000.0,28000.0
V2202,2026-05-03,C002,Score Jumbo,Antsiranana,P004,Huile Hina 5L,Huile,7,33000,0,231000.0,35000.0
V2203,2026-05-03,C004,Epicerie Madiro,Ambanja,P009,Lait Nido 2kg,Lait,14,78000,0,1092000.0,182000.0
V2204,2026-05-03,C006,Alimentation Ambilobe,Ambilobe,P016,Biscuit Gold 1 carton,Biscuit,13,22000,0,286000.0,52000.0
V2205,2026-05-03,C006,Alimentation Ambilobe,Ambilobe,P006,Sucre Roux 1kg,Sucre,2,3800,0,7600.0,1600.0
V2206,2026-05-03,C006,Alimentation Ambilobe,Ambilobe,P002,Riz Tsipala 50kg,Riz,15,130000,0,1950000.0,300000.0
V2207,2026-05-04,C004,Epicerie Madiro,Ambanja,P019,Ciment Holcim 50kg,Matériaux,8,45000,5,342000.0,38000.0
V2208,2026-05-04,C006,Alimentation Ambilobe,Ambilobe,P015,Pâtes Spaghetti 500g,Pâtes,3,3200,5,9120.0,1620.0
V2209,2026-05-05,C004,Epicerie Madiro,Ambanja,P012,Omo 1kg,Hygiène,10,10000,0,100000.0,20000.0
V2210,2026-05-05,C006,Alimentation Ambilobe,Ambilobe,P005,Sucre Blanc 1kg,Sucre,8,4000,0,32000.0,6400.0
V2211,2026-05-05,C001,Epicerie Amina,Antsiranana,P014,Tomate concentrée 1 carton,Conserve,8,30000,0,240000.0,40000.0
V2212,2026-05-05,C001,Epicerie Amina,Antsiranana,P009,Lait Nido 2kg,Lait,11,78000,0,858000.0,143000.0
V2213,2026-05-05,C001,Epicerie Amina,Antsiranana,P017,Eau Vive 1 pack 1.5L,Boisson,13,10000,10,117000.0,13000.0
V2214,2026-05-06,C005,Quincaillerie Diego,Antsiranana,P019,Ciment Holcim 50kg,Matériaux,4,45000,10,162000.0,10000.0
V2215,2026-05-06,C003,Hotel Constance Nosy Be,Nosy Be,P017,Eau Vive 1 pack 1.5L,Boisson,9,10000,10,81000.0,9000.0
V2216,2026-05-06,C006,Alimentation Ambilobe,Ambilobe,P020,Tôles 3m galvanisées,Matériaux,2,32000,0,64000.0,14000.0
V2217,2026-05-06,C006,Alimentation Ambilobe,Ambilobe,P008,Farine 1kg,Farine,8,2800,0,22400.0,4800.0
V2218,2026-05-06,C006,Alimentation Ambilobe,Ambilobe,P013,Boite Sardine 10pcs,Conserve,3,18000,5,51300.0,6300.0
V2219,2026-05-06,C005,Quincaillerie Diego,Antsiranana,P002,Riz Tsipala 50kg,Riz,5,130000,10,585000.0,35000.0
V2220,2026-05-06,C002,Score Jumbo,Antsiranana,P017,Eau Vive 1 pack 1.5L,Boisson,14,10000,0,140000.0,28000.0
